title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,source,description
Design Patterns,Design Patterns,Erich Gamma,3.9705882,34,https://covers.openlibrary.org/b/id/6601119-L.jpg,https://openlibrary.org/works/OL6030812W,395,"Reusability, Object-oriented programming (Computer science), Computer software, Software patterns, Entwurfsmuster",open_library_api,"Four software designers present a catalog of simple and succinct solutions to commonly occurring design problems, using Smalltalk and C++ in example code. These 23 patterns allow designers to create more flexible, elegant, and ultimately reusable designs without having to rediscover the design solutions themselves. The authors begin by describing what patterns are and how they can help you design object-oriented software. They go on to systematically name, explain, evaluate, and catalog recurring designs in object-oriented systems."
The art of doing science and engineering,The art of doing science and engineering,Richard Hamming,4.0,2,https://covers.openlibrary.org/b/id/14153910-L.jpg,https://openlibrary.org/works/OL1185120W,376,"Science, Engineering, Science, popular works, Engineering, popular works, Sciences",open_library_api,
Beautiful Code,Beautiful Code,Andy Oram,3.1666667,6,https://covers.openlibrary.org/b/id/8622062-L.jpg,https://openlibrary.org/works/OL19396663W,593,"Software engineering, Computer programming",open_library_api,"How do the experts solve difficult problems in software development? In this unique and insightful book, leading computer scientists offer case studies that reveal how they found unusual, carefully designed solutions to high-profile projects. You will be able to look over the shoulder of major coding and design experts to see problems through their eyes.

This is not simply another design patterns book, or another software engineering treatise on the right and wrong way to do things. The authors think aloud as they work through their project's architecture, the tradeoffs made in its construction, and when it was important to break rules. Beautiful Code is an opportunity for master coders to tell their story. All author royalties will be donated to Amnesty International."
Software project management,Software project management,Bob Hughes,0.0,0,https://covers.openlibrary.org/b/id/8720847-L.jpg,https://openlibrary.org/works/OL12422165W,392,"Software engineering, Project management",open_library_api,
Software architecture in practice,Software architecture in practice,Len Bass,2.0,3,https://covers.openlibrary.org/b/id/5544459-L.jpg,https://openlibrary.org/works/OL2658332W,560,"System design, Computer architecture, Computer software, Software architecture, Software engineering",open_library_api,
The Design of Design,The Design of Design,Frederick P. Brooks,3.0,3,https://covers.openlibrary.org/b/id/6878766-L.jpg,https://openlibrary.org/works/OL15452584W,421,"Engineering design, Design, Software engineering, Case studies",open_library_api,
Requirements engineering,Requirements engineering,Gerald Kotonya,4.0,1,https://covers.openlibrary.org/b/id/307564-L.jpg,https://openlibrary.org/works/OL1812051W,282,"Software engineering, Systems engineering, Computers",open_library_api,
Reversing,Reversing,Eldad Eilam,4.0,1,https://covers.openlibrary.org/b/id/522654-L.jpg,https://openlibrary.org/works/OL5894552W,624,"Computer Technology, Computer security, Nonfiction, Reverse engineering, Software engineering",open_library_api,"Beginning with a basic primer on reverse engineering-including computer internals, operating systems, and assembly language-and then discussing the various  applications of reverse engineering, this book provides readers with practical, in-depth techniques for software reverse engineering. The book is broken into two parts, the first deals with security-related reverse engineering and the second explores the more practical aspects of reverse engineering. In addition, the author explains how to reverse engineer a third-party software library to improve interfacing and how to reverse engineer a competitor's software to build a better product.   The first popular book to show how software reverse engineering can help defend against security threats, speed up development, and unlock the secrets of competitive products   Helps developers plug security holes by demonstrating how hackers exploit reverse engineering techniques to crack copy-protectio..."
Fundamentals of Software Engineering,Fundamentals of Software Engineering,Rajib Mall,0.0,0,https://covers.openlibrary.org/b/id/4884220-L.jpg,https://openlibrary.org/works/OL9081528W,410,"Software engineering, Génie logiciel",open_library_api,
97 things every software architect should know,97 things every software architect should know,Richard Monson-Haefel,3.0,1,https://covers.openlibrary.org/b/id/9464352-L.jpg,https://openlibrary.org/works/OL16927836W,200,"Software architecture, Software engineering, Project management",open_library_api,"In this unique technical book, today's leading software architects present valuable principles on key development issues that go way beyond technology. More than four dozen architects -- including Neal Ford, Michael Nygard, and Bill de h ra -- offer advice for communicating with stakeholders, eliminating complexity, empowering developers, and many more practical lessons they've learned from years of experience. You'll learn what top software architects think is important, and how they approach their projects."
Don't Make Me Think,Don't Make Me Think,Steve Krug,4.1666665,18,https://covers.openlibrary.org/b/id/554640-L.jpg,https://openlibrary.org/works/OL8578577W,201,"Web sites, Web site development, Design, Evaluation, Publishing",open_library_api,"Yesterday's Web looked far different from today's Web, and tomorrow's Web will look more different still. Amidst all of this change, however, one aspect of Web use remains the same: The sites that offer the best, easiest, most intuitive experience are the ones people visit again and again. To ensure that your sites provide that experience, this guide from usability guru Krug distills his years of on-the-job experience into a practical primer on the do's and don'ts of good Web design. The second edition of this classic adds three new chapters that explain why people really leave Web sites, how to make sites usable and accessible, and the art of surviving executive design whims, plus a new preface and updated recommended reading.--From publisher description"
AutoCAD and its applications,AutoCAD and its applications,Terence M. Shumaker,0.0,0,https://covers.openlibrary.org/b/id/1616631-L.jpg,https://openlibrary.org/works/OL14870745W,816,"AutoCAD, Computer graphics, Masonry, Computer graphics & design, Cad/cam",open_library_api,
Managing Humans,Managing Humans,Michael Lopp,4.4,5,https://covers.openlibrary.org/b/id/1971212-L.jpg,https://openlibrary.org/works/OL8977929W,209,"Management, Humor, Personnel management, Software engineering, Computer programming",open_library_api,
Site Reliability Engineering,Site Reliability Engineering,Betsy Beyer,3.8,10,https://covers.openlibrary.org/b/id/9196682-L.jpg,https://openlibrary.org/works/OL20028554W,524,"Systems engineering, Reliability (Engineering), Management, Internet industry, Google (Firm)",open_library_api,"Members of the SRE team explain how their engagement with the entire software lifecycle has enabled Google to build, deploy, monitor, and maintain some of the largest software systems in the world."
Practical Reverse Engineering,Practical Reverse Engineering,Bruce Dang,2.0,1,https://covers.openlibrary.org/b/id/10637382-L.jpg,https://openlibrary.org/works/OL19978523W,355,"Reverse engineering, Malware (Computer software), Computer security, Hackers, Engineering",open_library_api,Aims to demystify the art and systemize the reverse-engineering process for students and professionals.
Domain Modeling Made Functional,Domain Modeling Made Functional,Scott Wlaschin,4.8,5,https://covers.openlibrary.org/b/id/8508987-L.jpg,https://openlibrary.org/works/OL19542938W,312,"Software engineering, Programming languages (electronic computers)",open_library_api,
Engineering design graphics,Engineering design graphics,James H. Earle,0.0,0,https://covers.openlibrary.org/b/id/1142754-L.jpg,https://openlibrary.org/works/OL1875126W,754,"Engineering graphics, Engineering design, Dessin industriel, Me thodes graphiques, Méthodes graphiques",open_library_api,
Mechatronics,Mechatronics,W. Bolton,5.0,1,https://covers.openlibrary.org/b/id/86712-L.jpg,https://openlibrary.org/works/OL1658359W,574,"Mechatronics, Mechanical engineering, Software engineering, Electronic control, Automatic control",open_library_api,
Facts and Fallacies of Software Engineering,Facts and Fallacies of Software Engineering,Robert L. Glass,4.0,3,https://covers.openlibrary.org/b/id/192406-L.jpg,https://openlibrary.org/works/OL1966538W,210,"Software engineering, Computers &amp; the internet, Programming",open_library_api,
Managing the software process,Managing the software process,Watts S. Humphrey,0.0,0,https://covers.openlibrary.org/b/id/134238-L.jpg,https://openlibrary.org/works/OL3290293W,494,"Management, Software engineering, Computer software, Beheer, Ontwerpen",open_library_api,
"Data structures, algorithms, and software principles in C","Data structures, algorithms, and software principles in C",Thomas A. Standish,0.0,0,https://covers.openlibrary.org/b/id/135286-L.jpg,https://openlibrary.org/works/OL2681103W,748,"Computer algorithms, Software engineering, Data structures (Computer science), C (Computer program language)",open_library_api,
Foundations of software testing,Foundations of software testing,Aditya Mathur,0.0,0,https://covers.openlibrary.org/b/id/9895888-L.jpg,https://openlibrary.org/works/OL17942764W,689,"Testing, Computer software, Application software, development, Computer software, testing, Programming languages (electronic computers)",open_library_api,"""This book presents sound engineering approaches for test generation, selection, minimization, assessment, and enhancement. Using numerous examples, it offers a lucid description of a wide range of simple to complex techniques for a variety of testing-related tasks""--Resource description page."
Functional and Reactive Domain Modeling,Functional and Reactive Domain Modeling,Debasish Ghosh,3.0,1,https://covers.openlibrary.org/b/id/8511687-L.jpg,https://openlibrary.org/works/OL19545490W,320,Software engineering,open_library_api,
The Site Reliability Workbook,The Site Reliability Workbook,Niall Richard Murphy,0.0,0,https://covers.openlibrary.org/b/id/8508499-L.jpg,https://openlibrary.org/works/OL19542471W,500,"Systems engineering, Computer engineering, Reliability (Engineering), Management, Information technology",open_library_api,
Machinerys Handbook,Machinerys Handbook,Erik Oberg,0.0,0,https://covers.openlibrary.org/b/id/5444490-L.jpg,https://openlibrary.org/works/OL7707183W,2557,"Handbooks, manuals, Mechanical engineering, Technology: General Issues, Technology, Technology & Industrial Arts",open_library_api,"Machinery's Handbook has been the most popular reference work in metalworking, design, engineering and manufacturing facilities, and in technical schools and colleges throughout the world for nearly 100 years. It is universally acknowledged as an extraordinarily authoritative, comprehensive, and practical tool, providing its users with the most fundamental and essential aspects of sophisticated manufacturing practice. The 29th edition of the ""bible of the metalworking industries"" contains major revisions of existing content, as well as new material on a variety of topics. It is the essential reference for mechanical, manufacturing, and industrial engineers, designers, draftsmen, toolmakers, machinists, engineering and technology students, and the serious home hobbyist. - Publisher."
Software architecture,Software architecture,Mary Shaw,3.0,1,https://covers.openlibrary.org/b/id/88307-L.jpg,https://openlibrary.org/works/OL2982368W,242,"Software architecture, Software engineering, Computer architecture, Computer software",open_library_api,"Software developers have often adopted specific architectural patterns for system organization - but, for the most part, informally. In this book, authors Mary Shaw and David Garlan discuss the formalization of what, until now, has been ""a substantial folklore of system design, with little consistency or precision."".

With their unique perspective on the current state of software architecture and its impact on design, the authors provide useful information for several types of readers: Professional software developers will find new ideas in the discussion and evaluation of familiar patterns. Students will find useful techniques for approaching system organization from an architectural point of view, rather than following current fads or outmoded methodology.

Educators will find the book helpful as a text for a software architecture course or as a supplemental text for courses in software engineering or software design. This book also includes hints for choosing a suitable architecture, the use of well-understood paradigms for designing new systems, how formal notation and models can characterize system design, and the study of actual system architectures as models for new designs."
Beautiful architecture,Beautiful architecture,Diomidis Spinellis,3.0,1,https://covers.openlibrary.org/b/id/9856867-L.jpg,https://openlibrary.org/works/OL15630242W,404,"Development, Software architecture, Computer architecture, Software engineering, Computer software",open_library_api,
Kill It with Fire,Kill It with Fire,Marianne Bellotti,4.0,1,https://covers.openlibrary.org/b/id/10597716-L.jpg,https://openlibrary.org/works/OL24176408W,248,"Mathematics, Management, Computer science, Software engineering",open_library_api,"Kill It with Fire chronicles the challenges of dealing with aging computer systems, along with sound modernization strategies.

How to survive a legacy apocalypse
 
“Kill it with fire,” the typical first reaction to a legacy system falling into obsolescence, is a knee-jerk approach that often burns through tons of money and time only to result in a less efficient solution. This book offers a far more forgiving modernization framework, laying out smart value-add strategies and proven techniques that work equally well for ancient systems and brand-new ones.
 
Renowned for restoring some of the world’s oldest, messiest computer networks to operational excellence, software engineering expert Marianne Bellotti distills key lessons and insights from her experience into practical, research-backed guidance to help you determine when and how to modernize. With witty, engaging prose, Bellotti explains why new doesn’t always mean better, weaving in illuminating case studies and anecdotes from her work in the field.
 
You’ll learn:
Where to focus your maintenance efforts for maximum impact and value
How to pick the right modernization solutions for your specific needs and keep your plans on track
How to assess whether your migrations will add value before you invest in them
What to consider before moving data to the cloud
How to determine when a project is finished
 
Packed with resources, exercises, and flexible frameworks for organizations of all ages and sizes, Kill It with Fire will give you a vested interest in your technology’s future."
Software Defined Radio,Software Defined Radio,Wally H. W. Tuttlebee,0.0,0,https://covers.openlibrary.org/b/id/299988-L.jpg,https://openlibrary.org/works/OL8208383W,384,"Software radio, Radio, transmitters and transmission, Cell phones, Computer science, Software engineering",open_library_api,
SQL antipatterns,SQL antipatterns,Bill Karwin,4.3333335,3,https://covers.openlibrary.org/b/id/8722157-L.jpg,https://openlibrary.org/works/OL16178433W,323,"SQL (Computer program language), Antipatterns (Software engineering)",open_library_api,
Algorithms unlocked,Algorithms unlocked,Thomas H. Cormen,0.0,0,https://covers.openlibrary.org/b/id/8126209-L.jpg,https://openlibrary.org/works/OL17832792W,231,"Computer algorithms, COMPUTERS / Programming / Open Source, COMPUTERS / Software Development & Engineering / Tools, COMPUTERS / Software Development & Engineering / General",open_library_api,"""This book offers an engagingly written guide to the basics of computer algorithms. In Algorithms Unlocked, Thomas Cormen- coauthor of the leading college textbook on the subject- provides a general explanation, with limited mathematics, of how algorithms enable computers to solve problems. Readers will learn what computer algorithms are, how to describe them, and how to evaluate them. They will discover simples ways to search for information in a computer; methods for rearranging information in a computer into a prescribed order (""sorting""); how to solve basic problems that can be modeled in a computer with a mathematical structure called a ""graph"" (useful for modeling road networks, dependencies among tasks, and financial relationships); how to solve problems that ask questions about strings of characters such as DNA structures; the basic principles behind cryptography; the fundamentals of data compression; and even that there are some problems that no one has figured out how to solve on a computer in a reasonable amount of time."" -- Back cover."
Amplifying your effectiveness,Amplifying your effectiveness,Gerald M. Weinberg,3.0,1,https://covers.openlibrary.org/b/id/711895-L.jpg,https://openlibrary.org/works/OL20979398W,160,Software engineering,open_library_api,
Software Systems Architecture,Software Systems Architecture,Nick Rozanski,0.0,0,https://covers.openlibrary.org/b/id/192351-L.jpg,https://openlibrary.org/works/OL19902806W,576,"Computer software, Development, Computer architecture, Computer software, development, Software engineering",open_library_api,Annotation
A concise introduction to software engineering,A concise introduction to software engineering,Pankaj Jalote,0.0,0,https://covers.openlibrary.org/b/id/8631993-L.jpg,https://openlibrary.org/works/OL8021123W,272,Software engineering,open_library_api,
Professional issues in software engineering,Professional issues in software engineering,Frank Bott,0.0,0,https://covers.openlibrary.org/b/id/8710460-L.jpg,https://openlibrary.org/works/OL19125927W,384,"Software engineering, Software Development & Engineering, COMPUTERS, Project Management, Computer software",open_library_api,
"Wicked problems, righteous solutions","Wicked problems, righteous solutions",Peter DeGrace,0.0,0,https://covers.openlibrary.org/b/id/91050-L.jpg,https://openlibrary.org/works/OL4316576W,272,"Software engineering, Computers &amp; the internet, Computer architecture",open_library_api,
Software Requirements (3rd Edition) (Developer Best Practices),Software Requirements (3rd Edition) (Developer Best Practices),Karl Eugene Wiegers,0.0,0,https://covers.openlibrary.org/b/id/8514780-L.jpg,https://openlibrary.org/works/OL19548122W,672,"Computer software, development, Computer software, Development, Softwareentwicklung, Requirements engineering",open_library_api,
Programming Logic and Design,Programming Logic and Design,Joyce Farrell,5.0,1,https://covers.openlibrary.org/b/id/4640333-L.jpg,https://openlibrary.org/works/OL3503669W,603,"Logic programming, Logic design, Programmierung, Software Engineering, Objektorientierte Programmierung",open_library_api,
Requirements engineering for software and systems,Requirements engineering for software and systems,Phillip A. Laplante,0.0,0,https://covers.openlibrary.org/b/id/11024265-L.jpg,https://openlibrary.org/works/OL3285950W,283,"Requirements engineering, Software engineering, System design, Programming - Software Development, Computers / Programming / Software Development",open_library_api,"""Solid requirements engineering has increasingly been recognized as the key to improved, on-time and on-budget delivery of software and systems projects. This book provides practical teaching for graduate and professional systems and software engineers. It uses extensive case studies and exercises to help students grasp concepts and techniques. With a focus on software-intensive systems, this text provides a probing and comprehensive review of recent developments in intelligent systems, soft computing techniques, and their diverse applications in manufacturing. The second edition contains 100% revised content and approximately 30% new material""--"
Agile management for software engineering,Agile management for software engineering,David J Anderson,0.0,0,https://covers.openlibrary.org/b/id/87123-L.jpg,https://openlibrary.org/works/OL10429145W,336,"Agile software development, Management, Software engineering, Computer programming, Computer software",open_library_api,
Essentials of Software Engineering,Essentials of Software Engineering,Frank Tsui,0.0,0,https://covers.openlibrary.org/b/id/8514309-L.jpg,https://openlibrary.org/works/OL19547794W,331,Software engineering,open_library_api,
Version control with Git,Version control with Git,Jon Loeliger,4.5,2,https://covers.openlibrary.org/b/id/6755148-L.jpg,https://openlibrary.org/works/OL15522481W,436,"Software engineering, Open source software, Git (Computer file), Computer software, Git <Software>",open_library_api,"Version Control with Git takes you step-by-step through ways to track, merge, and manage software projects, using this highly flexible, open source version control system. Git permits virtually an infinite variety of methods for development and collaboration. Created by Linus Torvalds to manage development of the Linux kernel, it's become the principal tool for distributed version control. But Git's flexibility also means that some users don't understand how to use it to their best advantage. Version Control with Git offers tutorials on the most effective ways to use it, as well as friendly yet rigorous advice to help you navigate Git's many functions. With this book, you will: Learn how to use Git in several real-world development environments; Gain insight into Git's common-use cases, initial tasks, and basic functions; Understand how to use Git for both centralized and distributed version control; Use Git to manage patches, diffs, merges, and conflicts; Acquire advanced techniques such as rebasing, hooks, and ways to handle submodules (subprojects); Learn how to use Git with Subversion. - Publisher."
Practical DevOps,Practical DevOps,Joakim Verona,0.0,0,https://covers.openlibrary.org/b/id/12633159-L.jpg,https://openlibrary.org/works/OL27301695W,217,"Computer software, Development, COMPUTERS / Software Development & Engineering / General, Computer software, development",open_library_api,
A discipline for software engineering,A discipline for software engineering,Watts S. Humphrey,5.0,1,https://covers.openlibrary.org/b/id/135146-L.jpg,https://openlibrary.org/works/OL3290287W,789,"Software engineering, Qa76.758 .h857 1995, 005.1",open_library_api,"This new work from Watts Humphrey, author of the influential book, Managing the Software Process, broadens his orderly view of software process management, and lays the foundation for a disciplined approach to software engineering. In his earlier book, the author developed concrete methods for managing software development and maintenance.

These methods, now commonly practiced in industry, provide programmers and managers with specific steps they can take to evaluate and improve their software capabilities. In this new book, Humphrey scales those methods down to a personal level, helping software engineers develop the skills and habits needed to plan, track, and analyze large, complex projects.

.

Humphrey and others have used material from this book to train professionals and students around the world in a projects-oriented software engineering course. First establishing the need for discipline in software engineering, and the benefits to practitioners of learning how to manage their personal software process, Humphrey then develops a model that they can use to monitor, test, and improve their work.

Examples drawn from industry enhance the practical focus of the book, while project exercises give readers the opportunity to practice software process management as they learn it. Features: presents concepts and methods for a disciplined software engineering process; scales down industrial practices for planning, tracking, analysis, and defect management to fit the needs of small-scale program development; and shows how small project disciplines provide a solid base for larger projects."
Fundamentals of Computing,Fundamentals of Computing,Kamaljeet Sanghera,0.0,0,https://covers.openlibrary.org/b/id/2599874-L.jpg,https://openlibrary.org/works/OL9494537W,696,"Education, data processing, Electronic data processing, Computers, Computer science, Software engineering",open_library_api,
AntiPatterns,AntiPatterns,William J. Brown,0.0,0,https://covers.openlibrary.org/b/id/301919-L.jpg,https://openlibrary.org/works/OL18020823W,336,"Development, Software refactoring, Antipatterns (Software engineering), Reliability, Fehler",open_library_api,
Software Technologies,Software Technologies,Andreas Holzinger,0.0,0,https://covers.openlibrary.org/b/id/9413903-L.jpg,https://openlibrary.org/works/OL20728939W,347,"Computer software, Software engineering, Computer software, development, Computer science, Computer simulation",open_library_api,
Software engineering concepts,Software engineering concepts,R. E. Fairley,3.3333333,3,https://covers.openlibrary.org/b/id/4189428-L.jpg,https://openlibrary.org/works/OL5361632W,364,"Computer software, Software engineering, Programmation, Installation système, Planification",open_library_api,
Software engineering economics,Software engineering economics,Barry W. Boehm,0.0,0,https://covers.openlibrary.org/b/id/92137-L.jpg,https://openlibrary.org/works/OL6034830W,767,"Economic aspects, Economic aspects of Software engineering, Software engineering, Computer programs, design, Computer programming",open_library_api,
Professional JavaScript for Web developers,Professional JavaScript for Web developers,Nicholas C. Zakas,0.0,0,https://covers.openlibrary.org/b/id/10724347-L.jpg,https://openlibrary.org/works/OL5841457W,744,"Web site development, JavaScript (Computer program language), Computer Technology, Nonfiction, JavaScript",open_library_api,"Professional JavaScript for Web Developers, 2nd Edition, provides a developer-level introduction along with the more advanced and useful features of JavaScript.   Starting at the beginning, the book explores how JavaScript originated and evolved into what it is today. A detailed discussion of the components that make up a JavaScript implementation follows, with specific focus on standards such as ECMAScript and the Document Object Model (DOM). The differences in JavaScript implementations used in different popular web browsers are also discussed.   Building on that base, the book moves on to cover basic concepts of JavaScript including its version of object-oriented programming, inheritance, and its use in various markup languages such as HTML. An in-depth examination of events and event handling is followed by an exploration of browser detection techniques and a guide to using regular expressions in JavaScript. The book then takes all this knowledge and applies it to creating dynamic user interfaces.   The last part of the book is focused on advanced topics, including performance/memory optimization, best practices, and a look at where JavaScript is going in the future.   This book is aimed at three groups of readers:      Experienced developers familiar with object-oriented programming who are looking to learn JavaScript as it relates to traditional OO languages such as Java and C++    Web application developers attempting to enhance the usability of their web sites and web applications    Novice JavaScript developers aiming to better understand the language     In addition, familiarity with the following related technologies is a strong indicator that this book is for you:      Java    PHP    ASP.NET    HTML    CSS    XML     This book is not aimed at beginners who lack a basic computer science background or those looking to add some simple user interactions to web sites. These readers should instead refer to Wrox's Beginning JavaScript, 3rd Edition (Wiley, 2007).   This book covers:      What Is JavaScript?--Explains the origins of JavaScript: where it came from, how it evolved, and what it is today. Concepts introduced include the relationship between JavaScript and ECMAScript, the Document Object Model (DOM), and the Browser Object Model (BOM). A discussion of the relevant standards from the European Computer Manufacturer's Association (ECMA) and the World Wide Web Consortium (W3C) is also included.    JavaScript in HTML--Examines how JavaScript is used in conjunction with HTML to create dynamic web pages. Introduces the various ways of embedding JavaScript into a page, including a discussion surrounding the JavaScript content-type and its relationship to the element.    Language Basics--Introduces basic language concepts, including syntax and flow control statements. Explains the syntactic similarities of JavaScript and other C-based languages and points out the differences. Type coercion is introduced as it relates to built-in operators.    Variables, Scope, and Memory--Explores how variables are handled in JavaScript given their loosely typed nature. A discussion about the differences between primitive and reference values is included, as is information about execution context as it relates to varia..."
You Don't Know JS Yet,You Don't Know JS Yet,Kyle Simpson,0.0,0,https://covers.openlibrary.org/b/id/12539693-L.jpg,https://openlibrary.org/works/OL27032590W,0,"JavaScript, programming, coding language",open_library_api,
JavaScript Cookbook,JavaScript Cookbook,Shelley Powers,0.0,0,https://covers.openlibrary.org/b/id/8513323-L.jpg,https://openlibrary.org/works/OL16941971W,634,"JAVASCRIPT, JavaScript (Computer program language), Mathematics",open_library_api,Annotation
Secrets of the JavaScript Ninja,Secrets of the JavaScript Ninja,John Resig,5.0,1,https://covers.openlibrary.org/b/id/8511696-L.jpg,https://openlibrary.org/works/OL19545500W,464,"JavaScript (Computer program language), Javascript (computer program language)",open_library_api,
JavaScript bible,JavaScript bible,Danny Goodman,0.0,0,https://covers.openlibrary.org/b/id/10724298-L.jpg,https://openlibrary.org/works/OL2040128W,1200,"Computer Technology, Handbooks, manuals, JavaScript (Computer program language), Nonfiction, Programming languages (Computers)",open_library_api,"This new edition of the definitive guide to JavaScript has been revamped to cover the latest browsers, language updates, extensions, and JavaScript standards  Part tutorial and part reference, the book serves as a learning tool for building new JavaScript skills and a detailed reference for seasoned JavaScript developers  Danny Goodman's exclusive interactive workbench, The Evaluator, makes it easy to master JavaScript and DOM concepts  Offers deployment strategies that best suit the user's content goals and target audience  Bonus CD-ROM is packed with advanced content for the reader who wants to go an extra step    Note: CD-ROM/DVD and other supplementary materials are not included."
Estruturas de dados e algoritmos com JavaScript (Loiane Groner) (z-lib.org),Estruturas de dados e algoritmos com JavaScript (Loiane Groner) (z-lib.org),Loiane Groner,0.0,0,,https://openlibrary.org/works/OL27976274W,0,Estruturas de Dados e Algoritmos com JavaScript,open_library_api,"Uma estrutura de dados é uma maneira particular de organizar dados em um computador com o intuito de usar os recursos de modo eficaz. As estruturas de dados e os algoritmos são a base de todas as soluções para qualquer problema de programação. Com este livro, você aprenderá a escrever códigos complexos e eficazes usando os recursos mais recentes da ES 2017.
O livro ""Estruturas de dados e algoritmos com JavaScript"" começa abordando o básico sobre JavaScript e apresenta a ECMAScript 2017, antes de passar gradualmente para as estruturas de dados mais importantes, como arrays, filas, pilhas e listas ligadas. Você adquirirá um conhecimento profundo sobre como as tabelas hash e as estruturas de dados para conjuntos funcionam, assim como de que modo as árvores e os mapas hash podem ser usados para buscar arquivos em um disco rígido ou para representar um banco de dados. Este livro serve como um caminho para você mergulhar mais fundo no JavaScript. Você também terá uma melhor compreensão de como e por que os grafos – uma das estruturas de dados mais complexas que há – são amplamente usados em sistemas de navegação por GPS e em redes sociais."
Learning Angular,Learning Angular,Aristeidis Bampakos,5.0,1,https://covers.openlibrary.org/b/id/13876480-L.jpg,https://openlibrary.org/works/OL27082711W,466,"Internet programming, Javascript (computer program language)",open_library_api,
Coding with JavaScript for dummies,Coding with JavaScript for dummies,Chris Minnick,5.0,1,https://covers.openlibrary.org/b/id/12961542-L.jpg,https://openlibrary.org/works/OL20001310W,368,"JavaScript (Computer program language), Javascript (computer program language)",open_library_api,
Learn Programming,Learn Programming,Antti Salonen,4.6666665,3,https://covers.openlibrary.org/b/id/9000406-L.jpg,https://openlibrary.org/works/OL17930014W,465,"Software development, Programming languages, Computer science, Python, SQL",open_library_api,"This book is aimed at readers who are interested in software development but have very little to no prior experience.
The book focuses on teaching the core principles around software development. It uses several technologies to this goal (e.g. C, Python, JavaScript, HTML, etc.) but is not a book about the technologies themselves.
The reader will learn the basics (or in some cases more) of various technologies along the way, but the focus is on building a foundation for software development.
The book is your guided tour through the programming jungle, aiming to provide some clarity and build the foundation for software development skills.
The book web site is https://progbook.org/."
Types & grammar,Types & grammar,"Simpson, Kyle (JavaScript systems architect)",4.3333335,3,,https://openlibrary.org/works/OL19999325W,182,"JavaScript (Computer program language), Javascript (computer program language)",open_library_api,
Coding Javascript Basics,Coding Javascript Basics,Adam Crute,5.0,1,https://covers.openlibrary.org/b/id/11006867-L.jpg,https://openlibrary.org/works/OL21104069W,128,"Javascript (computer program language), JavaScript (Computer program language)",open_library_api,
Understanding ECMAScript 6: The Definitive Guide for JavaScript Developers,Understanding ECMAScript 6: The Definitive Guide for JavaScript Developers,Nicholas C. Zakas,0.0,0,https://covers.openlibrary.org/b/id/8512695-L.jpg,https://openlibrary.org/works/OL19546642W,352,"Internet programming, JavaScript (Computer program language), Javascript (computer program language)",open_library_api,
Head First Kotlin,Head First Kotlin,Dawn Griffiths,0.0,0,https://covers.openlibrary.org/b/id/8507773-L.jpg,https://openlibrary.org/works/OL19541997W,480,Javascript (computer program language),open_library_api,
JavaScript Patterns,JavaScript Patterns,Stoyan Stefanov,3.8,5,https://covers.openlibrary.org/b/id/7262394-L.jpg,https://openlibrary.org/works/OL15667637W,240,"Web site development, Software patterns, JavaScript (Computer program language), Javascript, General",open_library_api,
