title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source,combined_text,cluster
"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali","Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,4.12,602,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515306341i/37845940._SX50_.jpg,https://www.goodreads.com/book/show/37845940-linux-basics-for-hackers,437,General,No description available.,goodreads_scraped,General General No description available.,4
Computer Networks,Computer Networks,Andrew S. Tanenbaum,4.12,2416,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347462821i/166190._SX50_.jpg,https://www.goodreads.com/book/show/166190.Computer_Networks,437,General,No description available.,goodreads_scraped,General General No description available.,4
Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Nick Rozanski,4.12,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924910i/223932._SX50_.jpg,https://www.goodreads.com/book/show/223932.Software_Systems_Architecture,576,"Computer software, Development, Computer architecture, Computer software, development, Software engineering",Annotation,goodreads_scraped,"Computer software, Development, Computer architecture, Computer software, development, Software engineering Computer software, Development, Computer architecture, Computer software, development, Software engineering Annotation",0
Patterns of Enterprise Application Architecture,Patterns of Enterprise Application Architecture,Martin Fowler,4.12,3894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440294142i/70156._SX50_.jpg,https://www.goodreads.com/book/show/70156.Patterns_of_Enterprise_Application_Architecture,533,"Application software, Business, Computer architecture, Data processing, Development",No description available.,goodreads_scraped,"Application software, Business, Computer architecture, Data processing, Development Application software, Business, Computer architecture, Data processing, Development No description available.",0
The Linux Command Line,The Linux Command Line,William E. Shotts,4.12,8,https://covers.openlibrary.org/b/id/7087755-L.jpg,https://openlibrary.org/works/OL16117040W,498,"Computers, Operating Systems, Linux, GNU/Linux, System Administration","You've experienced the shiny, point-and-click surface of your Linux computer -- now dive below and explore its depths with the power of the command line. The Linux Command Line takes you from your very first terminal keystrokes to writing full programs in Bash, the most popular Linux shell. Along the way you'll learn the timeless skills handed down by generations of gray-bearded, mouse-shunning gurus: file navigation, environment configuration, command chaining, pattern matching with regular expressions, and more. In addition to that practical knowledge, author William Shotts reveals the philosophy behind these tools and the rich heritage that your desktop Linux machine has inherited from Unix supercomputers of yore. As you make your way through the book's short, easily-digestible chapters, you'll learn how to: Create and delete files, directories, and symlinks; Administer your system, including networking, package installation, and process management; Use standard input and output, redirection, and pipelines; Edit files with Vi, the world's most popular text editor; Write shell scripts to automate common or boring tasks; Slice and dice text files with cut, paste, grep, patch, and sed; Once you overcome your initial ""shell shock,"" you'll find that the command line is a natural and expressive way to communicate with your computer. Just don't be surprised if your mouse starts to gather dust. - Publisher.",open_library_api,"Computers, Operating Systems, Linux, GNU/Linux, System Administration Computers, Operating Systems, Linux, GNU/Linux, System Administration You've experienced the shiny, point-and-click surface of your Linux computer -- now dive below and explore its depths with the power of the command line. The Linux Command Line takes you from your very first terminal keystrokes to writing full programs in Bash, the most popular Linux shell. Along the way you'll learn the timeless skills handed down by generations of gray-bearded, mouse-shunning gurus: file navigation, environment configuration, command chaining, pattern matching with regular expressions, and more. In addition to that practical knowledge, author William Shotts reveals the philosophy behind these tools and the rich heritage that your desktop Linux machine has inherited from Unix supercomputers of yore. As you make your way through the book's short, easily-digestible chapters, you'll learn how to: Create and delete files, directories, and symlinks; Administer your system, including networking, package installation, and process management; Use standard input and output, redirection, and pipelines; Edit files with Vi, the world's most popular text editor; Write shell scripts to automate common or boring tasks; Slice and dice text files with cut, paste, grep, patch, and sed; Once you overcome your initial ""shell shock,"" you'll find that the command line is a natural and expressive way to communicate with your computer. Just don't be surprised if your mouse starts to gather dust. - Publisher.",5
Algorithms to Live By: The Computer Science of Human Decisions,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,4.12,35665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454296875i/25666050._SY75_.jpg,https://www.goodreads.com/book/show/25666050-algorithms-to-live-by,359,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models","Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",goodreads_scraped,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",8
"Concepts, Techniques, and Models of Computer Programming","Concepts, Techniques, and Models of Computer Programming",Peter Van Roy,4.11,245,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347393759i/772585._SX50_.jpg,https://www.goodreads.com/book/show/772585.Concepts_Techniques_and_Models_of_Computer_Programming,936,Computer programming,No description available.,goodreads_scraped,Computer programming Computer programming No description available.,6
Test-Driven Development: By Example,Test-Driven Development: By Example,Kent Beck,4.1,4415,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372039943i/387190._SX50_.jpg,https://www.goodreads.com/book/show/387190.Test_Driven_Development,220,"Computer software, Development, Testing, Computer programming, Computer software, development",No description available.,goodreads_scraped,"Computer software, Development, Testing, Computer programming, Computer software, development Computer software, Development, Testing, Computer programming, Computer software, development No description available.",0
The C++ Programming Language,The C++ Programming Language,Bjarne Stroustrup,4.1,4037,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349035412i/1032730._SX50_.jpg,https://www.goodreads.com/book/show/1032730.The_C_Programming_Language,700,"C++ (Computer program language), C++ (Computer programming language), C (Programmiersprache), C++ (Langage de programmation), C++","The C++ Programming tome, written by the father of C++ himself, Bjarne Stroustrup.  The premier book on the subject of C++ Programming.",goodreads_scraped,"C++ (Computer program language), C++ (Computer programming language), C (Programmiersprache), C++ (Langage de programmation), C++ C++ (Computer program language), C++ (Computer programming language), C (Programmiersprache), C++ (Langage de programmation), C++ The C++ Programming tome, written by the father of C++ himself, Bjarne Stroustrup.  The premier book on the subject of C++ Programming.",5
Network Programming with Go: Code Secure and Reliable Network Services from Scratch,Network Programming with Go: Code Secure and Reliable Network Services from Scratch,Adam Woodbeck,4.1,51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600094082i/52555535._SX50_.jpg,https://www.goodreads.com/book/show/52555535-network-programming-with-go,437,General,No description available.,goodreads_scraped,General General No description available.,4
"Compilers: Principles, Techniques, and Tools","Compilers: Principles, Techniques, and Tools",Alfred V. Aho,4.1,3023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387666736i/703102._SX50_.jpg,https://www.goodreads.com/book/show/703102.Compilers,803,"Compilers (Computer programs), open_syllabus_project, Compiling (Electronic computers), Montadores e compiladores, Compilateurs (Logiciels)",No description available.,goodreads_scraped,"Compilers (Computer programs), open_syllabus_project, Compiling (Electronic computers), Montadores e compiladores, Compilateurs (Logiciels) Compilers (Computer programs), open_syllabus_project, Compiling (Electronic computers), Montadores e compiladores, Compilateurs (Logiciels) No description available.",5
Working with UNIX Processes,Working with UNIX Processes,Jesse Storimer,4.09,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345199574i/13366727._SX50_.jpg,https://www.goodreads.com/book/show/13366727-working-with-unix-processes,437,General,No description available.,goodreads_scraped,General General No description available.,4
Hello world,Hello world,Hannah Fry,4.08,12,https://covers.openlibrary.org/b/id/10567981-L.jpg,https://openlibrary.org/works/OL19761312W,256,"Social aspects, Technology, Moral and ethical aspects, Algorithms, Information technology","""Hello World takes us on a tour through the good, the bad, and the downright ugly of the algorithms that surround us on a daily basis. Mathematician Hannah Fry reveals their inner workings, showing us how algorithms are written and implemented, and demonstrates the ways in which human bias can literally be written into the code. By weaving in relatable, real world stories with accessible explanations of the underlying mathematics that power algorithms, Hello World helps us to determine their power, expose their limitations, and examine whether they really are improvement on the human systems they replace.""--",open_library_api,"Social aspects, Technology, Moral and ethical aspects, Algorithms, Information technology Social aspects, Technology, Moral and ethical aspects, Algorithms, Information technology ""Hello World takes us on a tour through the good, the bad, and the downright ugly of the algorithms that surround us on a daily basis. Mathematician Hannah Fry reveals their inner workings, showing us how algorithms are written and implemented, and demonstrates the ways in which human bias can literally be written into the code. By weaving in relatable, real world stories with accessible explanations of the underlying mathematics that power algorithms, Hello World helps us to determine their power, expose their limitations, and examine whether they really are improvement on the human systems they replace.""--",8
Introduction to Functional Programming,Introduction to Functional Programming (Prentice-Hall Series in Engineering of the Physical Sciences),Richard S. Bird,4.08,87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300364821i/3791460._SY75_.jpg,https://www.goodreads.com/book/show/3791460-introduction-to-functional-programming,437,General,No description available.,goodreads_scraped,General General No description available.,4
Hackers,Hackers,Steven Levy,4.08,24,https://covers.openlibrary.org/b/id/106396-L.jpg,https://openlibrary.org/works/OL804638W,456,"Computer programming, Electronic digital computers, Programming, Computer hackers, History","Today, technology is cool. Owning the most powerful computer, the latest high-tech gadget, and the whizziest website is a status symbol on a par with having a flashy car or a designer suit. And a media obsessed with the digital explosion has reappropriated the term ""computer nerd"" so that it's practically synonymous with ""entrepreneur."" Yet, a mere fifteen years ago, wireheads hooked on tweaking endless lines of code were seen as marginal weirdos, outsiders whose world would never resonate with the mainstream. That was before one pioneering work documented the underground computer revolution that was about to change our world forever.

With groundbreaking profiles of Bill Gates, Steve Wozniak, MIT's Tech Model Railroad Club, and more, Steven Levy's Hackers brilliantly captures a seminal moment when the risk takers and explorers were poised to conquer twentieth-century America's last great frontier. And in the Internet age, ""the hacker ethic"" -- first espoused here -- is alive and well. - Back cover.",open_library_api,"Computer programming, Electronic digital computers, Programming, Computer hackers, History Computer programming, Electronic digital computers, Programming, Computer hackers, History Today, technology is cool. Owning the most powerful computer, the latest high-tech gadget, and the whizziest website is a status symbol on a par with having a flashy car or a designer suit. And a media obsessed with the digital explosion has reappropriated the term ""computer nerd"" so that it's practically synonymous with ""entrepreneur."" Yet, a mere fifteen years ago, wireheads hooked on tweaking endless lines of code were seen as marginal weirdos, outsiders whose world would never resonate with the mainstream. That was before one pioneering work documented the underground computer revolution that was about to change our world forever.

With groundbreaking profiles of Bill Gates, Steve Wozniak, MIT's Tech Model Railroad Club, and more, Steven Levy's Hackers brilliantly captures a seminal moment when the risk takers and explorers were poised to conquer twentieth-century America's last great frontier. And in the Internet age, ""the hacker ethic"" -- first espoused here -- is alive and well. - Back cover.",8
Grokking Algorithms: An illustrated guide for programmers and other curious people,Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Y. Bhargava,4.08,12,https://covers.openlibrary.org/b/id/8512926-L.jpg,https://openlibrary.org/works/OL19546865W,256,"Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung","""Grokking Algorithms is a fully illustrated, friendly guide that teaches you how to apply common algorithms to the practical problems you face every day as a programmer. You'll start with sorting and searching and, as you build up your skills in thinking algorithmically, you'll tackle more complex concerns such as data compression and artificial intelligence. Each carefully presented example includes helpful diagrams and fully annotated code samples in Python.""--Publisher's desription.",open_library_api,"Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung ""Grokking Algorithms is a fully illustrated, friendly guide that teaches you how to apply common algorithms to the practical problems you face every day as a programmer. You'll start with sorting and searching and, as you build up your skills in thinking algorithmically, you'll tackle more complex concerns such as data compression and artificial intelligence. Each carefully presented example includes helpful diagrams and fully annotated code samples in Python.""--Publisher's desription.",8
"Free Software, Free Society: Selected Essays","Free Software, Free Society: Selected Essays",Richard M. Stallman,4.08,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387663317i/942560._SX50_.jpg,https://www.goodreads.com/book/show/942560.Free_Software_Free_Society,230,General,No description available.,goodreads_scraped,General General No description available.,4
The Tao of Programming,The Tao of Programming,Geoffrey James,4.07,310,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388891750i/265456._SY75_.jpg,https://www.goodreads.com/book/show/265456.The_Tao_of_Programming,437,General,No description available.,goodreads_scraped,General General No description available.,4
Accelerated C++: Practical Programming by Example,Accelerated C++: Practical Programming by Example,Mike Hendrickson,4.06,728,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348015499i/742586._SX50_.jpg,https://www.goodreads.com/book/show/742586.Accelerated_C_,437,General,No description available.,goodreads_scraped,General General No description available.,4
The Psychology of Computer Programming,The Psychology of Computer Programming,Gerald M. Weinberg,4.06,606,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356139932i/1660754._SY75_.jpg,https://www.goodreads.com/book/show/1660754.The_Psychology_of_Computer_Programming,288,"Computer programming, Psychological aspects, Psychological aspects of Computer programming, Electronic digital computers, programming, Computer programming -- Psychological aspects","This landmark 1971 classic is reprinted with a new preface, chapter-by-chapter commentary, and straight-from-the-heart observations on topics that affect the professional life of programmers.  Long regarded as one of the first books to pioneer a people-oriented approach to computing, The Psychology of Computer Programming endures as a penetrating analysis of the intelligence, skill, teamwork, and problem-solving power of the computer programmer.  Finding the chapters strikingly relevant to today's issues in programming, Gerald M. Weinberg adds new insights and highlights the similarities and differences between now and then. Using a conversational style that invites the reader to join him, Weinberg reunites with some of his most insightful writings on the human side of software engineering.  Topics include egoless programming, intelligence, psychological measurement, personality factors, motivation, training, social problems on large projects, problem-solving ability, programming language design, team formation, the programming environment, and much more.  The author says, ""On an inspired eight-week vacation in Italy, I wrote the first draft of The Psychology of Computer Programming. . . . the book quickly became a best-seller among technical titles, running through more than twenty printings and staying in print for twenty-five years. . . .  ""For this Silver Anniversary Edition, I decided to take my own advice and not try to hide my errors, for they would be the source of the most learning for my readers. I decided to leave the original text as it was—antiques and all—for your illumination, and simply to add some 'wisdom of hindsight' remarks whenever the spirit moved me. I hope you find the perspective brought by this time-capsule contrast as useful to you as it has been to me.""  J.J. Hirschfelder of Computing Reviews wrote: ""The Psychology of Computer Programming . . . was the first major book to address programming as an individual and team effort, and became a classic in the field. . . . Despite, or perhaps even because of, the perspective of 1971, this book remains a must-read for all software development managers.""  Sue Petersen of Visual Developer said: ""In this new edition, Jerry looks at where we were 30 years ago, where we are now and where we might be in the future. Instead of changing the original text, he's added new comments to each chapter. This allows the reader to compare and contrast his thinking over the decades, showcasing the errors and omissions as well as the threads that bore fruit. "". . . one issue -- communication -- has been at the core of Jerry's work for decades. Unknown to him at the time, Psychology was to form the outline of his life's work. . . . Psychology is valuable as history in a field that is all too ready to repeat the errors of its past. Read Psychology as a picture of where we've been, where we are now, and where we need to go next. Read it as an index to the thinking of one of the most influential figures in our field.""",goodreads_scraped,"Computer programming, Psychological aspects, Psychological aspects of Computer programming, Electronic digital computers, programming, Computer programming -- Psychological aspects Computer programming, Psychological aspects, Psychological aspects of Computer programming, Electronic digital computers, programming, Computer programming -- Psychological aspects This landmark 1971 classic is reprinted with a new preface, chapter-by-chapter commentary, and straight-from-the-heart observations on topics that affect the professional life of programmers.  Long regarded as one of the first books to pioneer a people-oriented approach to computing, The Psychology of Computer Programming endures as a penetrating analysis of the intelligence, skill, teamwork, and problem-solving power of the computer programmer.  Finding the chapters strikingly relevant to today's issues in programming, Gerald M. Weinberg adds new insights and highlights the similarities and differences between now and then. Using a conversational style that invites the reader to join him, Weinberg reunites with some of his most insightful writings on the human side of software engineering.  Topics include egoless programming, intelligence, psychological measurement, personality factors, motivation, training, social problems on large projects, problem-solving ability, programming language design, team formation, the programming environment, and much more.  The author says, ""On an inspired eight-week vacation in Italy, I wrote the first draft of The Psychology of Computer Programming. . . . the book quickly became a best-seller among technical titles, running through more than twenty printings and staying in print for twenty-five years. . . .  ""For this Silver Anniversary Edition, I decided to take my own advice and not try to hide my errors, for they would be the source of the most learning for my readers. I decided to leave the original text as it was—antiques and all—for your illumination, and simply to add some 'wisdom of hindsight' remarks whenever the spirit moved me. I hope you find the perspective brought by this time-capsule contrast as useful to you as it has been to me.""  J.J. Hirschfelder of Computing Reviews wrote: ""The Psychology of Computer Programming . . . was the first major book to address programming as an individual and team effort, and became a classic in the field. . . . Despite, or perhaps even because of, the perspective of 1971, this book remains a must-read for all software development managers.""  Sue Petersen of Visual Developer said: ""In this new edition, Jerry looks at where we were 30 years ago, where we are now and where we might be in the future. Instead of changing the original text, he's added new comments to each chapter. This allows the reader to compare and contrast his thinking over the decades, showcasing the errors and omissions as well as the threads that bore fruit. "". . . one issue -- communication -- has been at the core of Jerry's work for decades. Unknown to him at the time, Psychology was to form the outline of his life's work. . . . Psychology is valuable as history in a field that is all too ready to repeat the errors of its past. Read Psychology as a picture of where we've been, where we are now, and where we need to go next. Read it as an index to the thinking of one of the most influential figures in our field.""",8
"Generative Programming: Methods, Tools, and Applications","Generative Programming: Methods, Tools, and Applications",Krysztof Czarnecki,4.06,33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349069017i/1639030._SX50_.jpg,https://www.goodreads.com/book/show/1639030.Generative_Programming,437,General,No description available.,goodreads_scraped,General General No description available.,4
Hackers & Painters: Big Ideas from the Computer Age,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,4.05,9630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348562702i/41793._SY75_.jpg,https://www.goodreads.com/book/show/41793.Hackers_Painters,437,"Computer programming, Electronic data processing personnel",This seems to be a duplicate entry of https://openlibrary.org/works/OL2973119W/Hackers_painters,goodreads_scraped,"Computer programming, Electronic data processing personnel Computer programming, Electronic data processing personnel This seems to be a duplicate entry of https://openlibrary.org/works/OL2973119W/Hackers_painters",8
The Tangled Web: A Guide to Securing Modern Web Applications,The Tangled Web: A Guide to Securing Modern Web Applications,Michal Zalewski,4.05,558,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344675366i/11553604._SX50_.jpg,https://www.goodreads.com/book/show/11553604-the-tangled-web,299,"COMPUTERS / Networking / Security, COMPUTERS / Internet / Security, Computer networks, Browsers (Computer programs), COMPUTERS / Web / Browsers","""'Thorough and comprehensive coverage from one of the foremost experts in browser security.'  --Tavis Ormandy, Google Inc. Modern web applications are built on a tangle of technologies that have been developed over time and then haphazardly pieced together. Every piece of the web application stack, from HTTP requests to browser-side scripts, comes with important yet subtle security consequences. To keep users safe, it is essential for developers to confidently navigate this landscape.In The Tangled Web, Michal Zalewski, one of the world's top browser security experts, offers a compelling narrative that explains exactly how browsers work and why they're fundamentally insecure. Rather than dispense simplistic advice on vulnerabilities, Zalewski examines the entire browser security model, revealing weak points and providing crucial information for shoring up web application security. You'll learn how to:   Perform common but surprisingly complex tasks such as URL parsing and HTML sanitization   Use modern security features like Strict Transport Security, CSP, and CORS   Leverage many variants of the same-origin policy to safely compartmentalize complex web applications and protect user credentials in case of XSS bugs   Build mashups and embed gadgets without getting stung by the tricky frame navigation policy   Embed or host user-supplied content without running into the trap of content sniffing   For quick reference, ""Security Engineering Cheat Sheets' at the end of each chapter offer ready solutions to problems you're most likely to encounter. With coverage extending as far as planned HTML5 features, The Tangled Web will help you create secure web applications to stand the test of time""--",goodreads_scraped,"COMPUTERS / Networking / Security, COMPUTERS / Internet / Security, Computer networks, Browsers (Computer programs), COMPUTERS / Web / Browsers COMPUTERS / Networking / Security, COMPUTERS / Internet / Security, Computer networks, Browsers (Computer programs), COMPUTERS / Web / Browsers ""'Thorough and comprehensive coverage from one of the foremost experts in browser security.'  --Tavis Ormandy, Google Inc. Modern web applications are built on a tangle of technologies that have been developed over time and then haphazardly pieced together. Every piece of the web application stack, from HTTP requests to browser-side scripts, comes with important yet subtle security consequences. To keep users safe, it is essential for developers to confidently navigate this landscape.In The Tangled Web, Michal Zalewski, one of the world's top browser security experts, offers a compelling narrative that explains exactly how browsers work and why they're fundamentally insecure. Rather than dispense simplistic advice on vulnerabilities, Zalewski examines the entire browser security model, revealing weak points and providing crucial information for shoring up web application security. You'll learn how to:   Perform common but surprisingly complex tasks such as URL parsing and HTML sanitization   Use modern security features like Strict Transport Security, CSP, and CORS   Leverage many variants of the same-origin policy to safely compartmentalize complex web applications and protect user credentials in case of XSS bugs   Build mashups and embed gadgets without getting stung by the tricky frame navigation policy   Embed or host user-supplied content without running into the trap of content sniffing   For quick reference, ""Security Engineering Cheat Sheets' at the end of each chapter offer ready solutions to problems you're most likely to encounter. With coverage extending as far as planned HTML5 features, The Tangled Web will help you create secure web applications to stand the test of time""--",8
Refactoring to Patterns,Refactoring to Patterns,Joshua Kerievsky,4.05,1439,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347966206i/85041._SX50_.jpg,https://www.goodreads.com/book/show/85041.Refactoring_to_Patterns,384,General,No description available.,goodreads_scraped,General General No description available.,4
Software Estimation: Demystifying the Black Art,Software Estimation: Demystifying the Black Art,Steve McConnell,4.05,991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830924i/93891._SX50_.jpg,https://www.goodreads.com/book/show/93891.Software_Estimation,330,"Computer software, Development, Estimates, Software engineering, Computer software--development--estimates",No description available.,goodreads_scraped,"Computer software, Development, Estimates, Software engineering, Computer software--development--estimates Computer software, Development, Estimates, Software engineering, Computer software--development--estimates No description available.",0
"More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity","More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity",Joel Spolsky,4.05,549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349082373i/2718384._SX50_.jpg,https://www.goodreads.com/book/show/2718384-more-joel-on-software,437,General,No description available.,goodreads_scraped,General General No description available.,4
Algorithms to Live By,Algorithms to Live By,Brian Christian,4.05,41,https://covers.openlibrary.org/b/id/8042539-L.jpg,https://openlibrary.org/works/OL17357767W,359,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models","Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",open_library_api,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",8
Why's Guide to Ruby,Why's (Poignant) Guide to Ruby,Why The Lucky Stiff,4.05,465,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174970667i/463882.jpg,https://www.goodreads.com/book/show/463882.Why_s_Poignant_Guide_to_Ruby,222,"Ruby (computer program language), Computer science",No description available.,goodreads_scraped,"Ruby (computer program language), Computer science Ruby (computer program language), Computer science No description available.",1
Programming Ruby: The Pragmatic Programmers' Guide,Programming Ruby: The Pragmatic Programmers' Guide,Dave         Thomas,4.04,1982,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436620106i/515._SX50_.jpg,https://www.goodreads.com/book/show/515.Programming_Ruby,830,"Ruby (Computer program language), Object-oriented programming (Computer science)",No description available.,goodreads_scraped,"Ruby (Computer program language), Object-oriented programming (Computer science) Ruby (Computer program language), Object-oriented programming (Computer science) No description available.",5
Specification by Example: How Successful Teams Deliver the Right Software,Specification by Example: How Successful Teams Deliver the Right Software,Gojko Adzic,4.03,709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307392511i/10288718._SX50_.jpg,https://www.goodreads.com/book/show/10288718-specification-by-example,437,General,No description available.,goodreads_scraped,General General No description available.,4
Programming Erlang: Software for a Concurrent World,Programming Erlang: Software for a Concurrent World,Joe Armstrong,4.03,753,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348438320i/808814._SX50_.jpg,https://www.goodreads.com/book/show/808814.Programming_Erlang,536,"ERLANG (Computer program language), Handbooks, manuals, Programming languages (Electronic computers), ERLANG (Langage de programmation), ERLANG (Computer language)","A multi-user game, web site, cloud application, or networked database can have thousands of users all interacting at the same time. You need a powerful, industrial-strength tool to handle the really hard problems inherent in parallel, concurrent environments. You need Erlang. In this second edition of the bestselling Programming Erlang, you'll learn how to write parallel programs that scale effortlessly on multicore systems.

Using Erlang, you'll be surprised at how easy it becomes to deal with parallel problems, and how much faster and more efficiently your programs run. That's because Erlang uses sets of parallel processes-not a single sequential process, as found in most programming languages.

Joe Armstrong, creator of Erlang, introduces this powerful language in small steps, giving you a complete overview of Erlang and how to use it in common scenarios. You'll start with sequential programming, move to parallel programming and handling errors in parallel programs, and learn to work confidently with distributed programming and the standard Erlang/Open Telecom Platform (OTP) frameworks.

You need no previous knowledge of functional or parallel programming. The chapters are packed with hands-on, real-world tutorial examples and insider tips and advice, and finish with exercises for both beginning and advanced users.

The second edition has been extensively rewritten. New to this edition are seven chapters covering the latest Erlang features: maps, the type system and the Dialyzer, WebSockets, programming idioms, and a new stand-alone execution environment. You'll write programs that dynamically detect and correct errors, and that can be upgraded without stopping the system. There's also coverage of rebar (the de facto Erlang build system), and information on how to share and use Erlang projects on github, illustrated with examples from cowboy and bitcask.

Erlang will change your view of the world, and of how you program.",goodreads_scraped,"ERLANG (Computer program language), Handbooks, manuals, Programming languages (Electronic computers), ERLANG (Langage de programmation), ERLANG (Computer language) ERLANG (Computer program language), Handbooks, manuals, Programming languages (Electronic computers), ERLANG (Langage de programmation), ERLANG (Computer language) A multi-user game, web site, cloud application, or networked database can have thousands of users all interacting at the same time. You need a powerful, industrial-strength tool to handle the really hard problems inherent in parallel, concurrent environments. You need Erlang. In this second edition of the bestselling Programming Erlang, you'll learn how to write parallel programs that scale effortlessly on multicore systems.

Using Erlang, you'll be surprised at how easy it becomes to deal with parallel problems, and how much faster and more efficiently your programs run. That's because Erlang uses sets of parallel processes-not a single sequential process, as found in most programming languages.

Joe Armstrong, creator of Erlang, introduces this powerful language in small steps, giving you a complete overview of Erlang and how to use it in common scenarios. You'll start with sequential programming, move to parallel programming and handling errors in parallel programs, and learn to work confidently with distributed programming and the standard Erlang/Open Telecom Platform (OTP) frameworks.

You need no previous knowledge of functional or parallel programming. The chapters are packed with hands-on, real-world tutorial examples and insider tips and advice, and finish with exercises for both beginning and advanced users.

The second edition has been extensively rewritten. New to this edition are seven chapters covering the latest Erlang features: maps, the type system and the Dialyzer, WebSockets, programming idioms, and a new stand-alone execution environment. You'll write programs that dynamically detect and correct errors, and that can be upgraded without stopping the system. There's also coverage of rebar (the de facto Erlang build system), and information on how to share and use Erlang projects on github, illustrated with examples from cowboy and bitcask.

Erlang will change your view of the world, and of how you program.",5
