title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source
What Is Life? with Mind and Matter and Autobiographical Sketches,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,4.13,7904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348631664i/162780._SY75_.jpg,https://www.goodreads.com/book/show/162780.What_Is_Life_with_Mind_and_Matter_and_Autobiographical_Sketches,178,"Life (Biology), Biological aspects, Biophysics, Human evolution, Biology","What Is Life? is a 1944 non-fiction science book written for the lay reader by physicist Erwin Schrödinger. The book was based on a course of public lectures delivered by Schrödinger in February 1943 at Trinity College, Dublin. Schrödinger's lecture focused on one important question: ""how can the events in space and time which take place within the spatial boundary of a living organism be accounted for by physics and chemistry?"" In the book, Schrödinger introduced the idea of an ""aperiodic crystal"" that contained genetic information in its configuration of covalent chemical bonds. In the 1950s, this idea stimulated enthusiasm for discovering the genetic molecule and would give both Francis Crick and James Watson initial inspiration in their research.",goodreads_scraped
Extreme Programming Explained: Embrace Change,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,4.13,4103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925310i/67833._SX50_.jpg,https://www.goodreads.com/book/show/67833.Extreme_Programming_Explained,410,General,No description available.,goodreads_scraped
Writing Solid Code,Writing Solid Code,Steve Maguire,4.13,343,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388426936i/598624._SX50_.jpg,https://www.goodreads.com/book/show/598624.Writing_Solid_Code,256,"Development, C (Computer program language), Computer software, Détection erreur, Prévention","A Microsoft developer examines the problem of programming ""bugs, "" showing how and where developers make mistakes along the development process and providing ways users can detect errors early. Original.",goodreads_scraped
eXtreme Programming eXplained : embrace change,eXtreme Programming eXplained : embrace change,Kent Beck,4.13,4103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327329713i/1001606._SX50_.jpg,https://www.goodreads.com/book/show/1001606.eXtreme_Programming_eXplained_,410,General,No description available.,goodreads_scraped
Patterns of Enterprise Application Architecture,Patterns of Enterprise Application Architecture,Martin Fowler,4.12,3894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440294142i/70156._SX50_.jpg,https://www.goodreads.com/book/show/70156.Patterns_of_Enterprise_Application_Architecture,533,"Application software, Business, Computer architecture, Data processing, Development",No description available.,goodreads_scraped
Pragmatic Thinking and Learning: Refactor Your Wetware,Pragmatic Thinking and Learning: Refactor Your Wetware,Andy   Hunt,4.12,4381,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390692774i/3063393._SX50_.jpg,https://www.goodreads.com/book/show/3063393-pragmatic-thinking-and-learning,271,"Critical thinking, Mental discipline, Pragmatism, Creative thinking, Mental efficiency",No description available.,goodreads_scraped
Computability Theory,Computability Theory (Chapman Hall/CRC Mathematics Series),S. Barry Cooper,4.12,17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356187296i/2366835._SY75_.jpg,https://www.goodreads.com/book/show/2366835.Computability_Theory,420,General,No description available.,goodreads_scraped
Network Attacks and Exploitation: A Framework,Network Attacks and Exploitation: A Framework,Matthew Monte,4.12,50,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417983351i/22775588._SX50_.jpg,https://www.goodreads.com/book/show/22775588-network-attacks-and-exploitation,216,"Computer networks, security measures",No description available.,goodreads_scraped
The Linux Command Line,The Linux Command Line,William E. Shotts,4.12,8,https://covers.openlibrary.org/b/id/7087755-L.jpg,https://openlibrary.org/works/OL16117040W,498,"Computers, Operating Systems, Linux, GNU/Linux, System Administration","You've experienced the shiny, point-and-click surface of your Linux computer -- now dive below and explore its depths with the power of the command line. The Linux Command Line takes you from your very first terminal keystrokes to writing full programs in Bash, the most popular Linux shell. Along the way you'll learn the timeless skills handed down by generations of gray-bearded, mouse-shunning gurus: file navigation, environment configuration, command chaining, pattern matching with regular expressions, and more. In addition to that practical knowledge, author William Shotts reveals the philosophy behind these tools and the rich heritage that your desktop Linux machine has inherited from Unix supercomputers of yore. As you make your way through the book's short, easily-digestible chapters, you'll learn how to: Create and delete files, directories, and symlinks; Administer your system, including networking, package installation, and process management; Use standard input and output, redirection, and pipelines; Edit files with Vi, the world's most popular text editor; Write shell scripts to automate common or boring tasks; Slice and dice text files with cut, paste, grep, patch, and sed; Once you overcome your initial ""shell shock,"" you'll find that the command line is a natural and expressive way to communicate with your computer. Just don't be surprised if your mouse starts to gather dust. - Publisher.",open_library_api
How to Solve It: A New Aspect of Mathematical Method,How to Solve It: A New Aspect of Mathematical Method,George Pólya,4.12,5261,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349052024i/192221._SY75_.jpg,https://www.goodreads.com/book/show/192221.How_to_Solve_It,410,General,No description available.,goodreads_scraped
Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Nick Rozanski,4.12,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924910i/223932._SX50_.jpg,https://www.goodreads.com/book/show/223932.Software_Systems_Architecture,576,"Computer software, Development, Computer architecture, Computer software, development, Software engineering",Annotation,goodreads_scraped
Algorithms to Live By: The Computer Science of Human Decisions,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,4.12,35665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454296875i/25666050._SY75_.jpg,https://www.goodreads.com/book/show/25666050-algorithms-to-live-by,359,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models","Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",goodreads_scraped
"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali","Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,4.12,602,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515306341i/37845940._SX50_.jpg,https://www.goodreads.com/book/show/37845940-linux-basics-for-hackers,410,General,No description available.,goodreads_scraped
The Soul of a New Machine,The Soul of a New Machine,Tracy Kidder,4.12,9680,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627012239i/7090._SY75_.jpg,https://www.goodreads.com/book/show/7090.The_Soul_of_a_New_Machine,293,"minicomputers, Informatica, Ordinateurs, Design and construction, Ouvrages de vulgarisation","""The Soul of a New Machine"" is a non-fiction book written by Tracy Kidder and published in 1981. It chronicles the experiences of a computer engineering team racing to design a next-generation computer at a blistering pace under tremendous pressure. The machine was launched in 1980 as the Data General Eclipse MV/8000. The book won the 1982 National Book Award for Non-fiction and a Pulitzer Prize for General Non-Fiction.",goodreads_scraped
The Practice of Programming,The Practice of Programming (Addison-Wesley Professional Computing Series),Brian W. Kernighan,4.12,1939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418051i/1032758._SX50_.jpg,https://www.goodreads.com/book/show/1032758.The_Practice_of_Programming,288,"Computer programming, Programmation (Informatique), Programmierung, Programmeren (computers), Algoritmen",No description available.,goodreads_scraped
Computer Networks,Computer Networks,Andrew S. Tanenbaum,4.12,2416,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347462821i/166190._SX50_.jpg,https://www.goodreads.com/book/show/166190.Computer_Networks,410,General,No description available.,goodreads_scraped
"Concepts, Techniques, and Models of Computer Programming","Concepts, Techniques, and Models of Computer Programming",Peter Van Roy,4.11,245,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347393759i/772585._SX50_.jpg,https://www.goodreads.com/book/show/772585.Concepts_Techniques_and_Models_of_Computer_Programming,936,Computer programming,No description available.,goodreads_scraped
The End of Time: The Next Revolution in Our Understanding of the Universe,The End of Time: The Next Revolution in Our Understanding of the Universe,Julian Barbour,4.11,3546,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175073181i/476017._SX50_.jpg,https://www.goodreads.com/book/show/476017.The_End_of_Time,410,General,No description available.,goodreads_scraped
The Hunger Games,The Hunger Games,Suzanne Collins,4.1,527,https://covers.openlibrary.org/b/id/12646537-L.jpg,https://openlibrary.org/works/OL5735363W,400,"severe poverty, starvation, oppression, effects of war, self-sacrifice","The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins. It is written in the perspective of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America. The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation. The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle royale to the death.

The book received critical acclaim from major reviewers and authors. It was praised for its plot and character development. In writing The Hunger Games, Collins drew upon Greek mythology, Roman gladiatorial games, and contemporary reality television for thematic content. The novel won many awards, including the California Young Reader Medal, and was named one of Publishers Weekly's ""Best Books of the Year"" in 2008.

The Hunger Games was first published in hardcover on September 14, 2008, by Scholastic, featuring a cover designed by Tim O'Brien.",open_library_api
Network Programming with Go: Code Secure and Reliable Network Services from Scratch,Network Programming with Go: Code Secure and Reliable Network Services from Scratch,Adam Woodbeck,4.1,51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600094082i/52555535._SX50_.jpg,https://www.goodreads.com/book/show/52555535-network-programming-with-go,410,General,No description available.,goodreads_scraped
"Compilers: Principles, Techniques, and Tools","Compilers: Principles, Techniques, and Tools",Alfred V. Aho,4.1,3023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387666736i/703102._SX50_.jpg,https://www.goodreads.com/book/show/703102.Compilers,803,"Compilers (Computer programs), open_syllabus_project, Compiling (Electronic computers), Montadores e compiladores, Compilateurs (Logiciels)",No description available.,goodreads_scraped
Test-Driven Development: By Example,Test-Driven Development: By Example,Kent Beck,4.1,4415,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372039943i/387190._SX50_.jpg,https://www.goodreads.com/book/show/387190.Test_Driven_Development,220,"Computer software, Development, Testing, Computer programming, Computer software, development",No description available.,goodreads_scraped
The C++ Programming Language,The C++ Programming Language,Bjarne Stroustrup,4.1,4037,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349035412i/1032730._SX50_.jpg,https://www.goodreads.com/book/show/1032730.The_C_Programming_Language,700,"C++ (Computer program language), C++ (Computer programming language), C (Programmiersprache), C++ (Langage de programmation), C++","The C++ Programming tome, written by the father of C++ himself, Bjarne Stroustrup.  The premier book on the subject of C++ Programming.",goodreads_scraped
Start with Why: How Great Leaders Inspire Everyone to Take Action,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.1,276660,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360936414i/7108725._SY75_.jpg,https://www.goodreads.com/book/show/7108725-start-with-why,247,"Business, Nonfiction, Leadership, Management, Motivational","The most important question for any organization There's a naturally occurring pattern shared by the people and organizations that achieve the greatest long-term success. From Martin Luther King Jr. to Steve Jobs, from the pioneers of aviation to the founders of Southwest Airlines, the most inspiring leaders think, act, and communicate the exact same way—and it's the complete opposite of everyone else.The common thread, according to Simon Sinek, is that they all start with why. This simple question has the power to inspire others to achieve extraordinary things.Any organization can explain what it does; some can explain how; but very few can clearly articulate why. Why do we offer these particular products or services? Why do our customers choose us? Why do our employees stay (or leave)? Once you have those answers, teams get stronger, the mission clicks into place, and the path ahead becomes much clearer.Starting with why is the key to everything from putting a man on the moon to launching the iPod. Drawing on a wide range of fascinating examples, Sinek shows readers how to apply why to their culture, hiring decisions, product development, sales, marketing, and many other challenges. Some naturally think this way, but Sinek proves that anyone can learn how.",goodreads_scraped
Eight Little Piggies: Reflections in Natural History,Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,4.1,979,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587627766i/33929._SX50_.jpg,https://www.goodreads.com/book/show/33929.Eight_Little_Piggies,479,"Evolution (Biology), Natural history, Philosophy, Popular works, Sciences naturelles",Contemplative essays speaking often of the importance of the unbroken connection of modern man and our ancestors.,goodreads_scraped
Working with UNIX Processes,Working with UNIX Processes,Jesse Storimer,4.09,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345199574i/13366727._SX50_.jpg,https://www.goodreads.com/book/show/13366727-working-with-unix-processes,410,General,No description available.,goodreads_scraped
"The Theory of Almost Everything: The Standard Model, the Unsung Triumph of Modern Physics","The Theory of Almost Everything: The Standard Model, the Unsung Triumph of Modern Physics",Robert Oerter,4.08,812,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348754968i/183207._SY75_.jpg,https://www.goodreads.com/book/show/183207.The_Theory_of_Almost_Everything,410,General,No description available.,goodreads_scraped
Hello world,Hello world,Hannah Fry,4.08,12,https://covers.openlibrary.org/b/id/10567981-L.jpg,https://openlibrary.org/works/OL19761312W,256,"Social aspects, Technology, Moral and ethical aspects, Algorithms, Information technology","""Hello World takes us on a tour through the good, the bad, and the downright ugly of the algorithms that surround us on a daily basis. Mathematician Hannah Fry reveals their inner workings, showing us how algorithms are written and implemented, and demonstrates the ways in which human bias can literally be written into the code. By weaving in relatable, real world stories with accessible explanations of the underlying mathematics that power algorithms, Hello World helps us to determine their power, expose their limitations, and examine whether they really are improvement on the human systems they replace.""--",open_library_api
"Free Software, Free Society: Selected Essays","Free Software, Free Society: Selected Essays",Richard M. Stallman,4.08,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387663317i/942560._SX50_.jpg,https://www.goodreads.com/book/show/942560.Free_Software_Free_Society,230,General,No description available.,goodreads_scraped
Introduction to Functional Programming,Introduction to Functional Programming (Prentice-Hall Series in Engineering of the Physical Sciences),Richard S. Bird,4.08,87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300364821i/3791460._SY75_.jpg,https://www.goodreads.com/book/show/3791460-introduction-to-functional-programming,410,General,No description available.,goodreads_scraped
Bobby Fischer Teaches Chess,Bobby Fischer Teaches Chess,Bobby Fischer,4.08,12,https://covers.openlibrary.org/b/id/7376530-L.jpg,https://openlibrary.org/works/OL6572297W,334,"Chess, Programmed instruction, Schaken, Puzzles","In this book, former World Champion Bobby Fischer teaches how to play the game of chess and lots of checkmate patterns.",open_library_api
Grokking Algorithms: An illustrated guide for programmers and other curious people,Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Y. Bhargava,4.08,12,https://covers.openlibrary.org/b/id/8512926-L.jpg,https://openlibrary.org/works/OL19546865W,256,"Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung","""Grokking Algorithms is a fully illustrated, friendly guide that teaches you how to apply common algorithms to the practical problems you face every day as a programmer. You'll start with sorting and searching and, as you build up your skills in thinking algorithmically, you'll tackle more complex concerns such as data compression and artificial intelligence. Each carefully presented example includes helpful diagrams and fully annotated code samples in Python.""--Publisher's desription.",open_library_api
Effective Executive,Effective Executive,Peter F. Drucker,4.08,38121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171693063i/114836._SY75_.jpg,https://www.goodreads.com/book/show/114836.Effective_Executive,178,"Decision making, Executives, Decision-making, Industrial management, Administrative Personnel","The measure of the executive, Peter Drucker reminds us, is the ability to ""get the right things done."" This usually involves doing what other people have overlooked as well as avoiding what is unproductive. Intelligence, imagination, and knowledge may all be wasted in an executive job without the acquired habits of mind that mold them into results.",goodreads_scraped
"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long","Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,4.08,11897,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347510809i/6899290._SX50_.jpg,https://www.goodreads.com/book/show/6899290-your-brain-at-work,410,General,No description available.,goodreads_scraped
Hackers,Hackers,Steven Levy,4.08,24,https://covers.openlibrary.org/b/id/106396-L.jpg,https://openlibrary.org/works/OL804638W,456,"Computer programming, Electronic digital computers, Programming, Computer hackers, History","Today, technology is cool. Owning the most powerful computer, the latest high-tech gadget, and the whizziest website is a status symbol on a par with having a flashy car or a designer suit. And a media obsessed with the digital explosion has reappropriated the term ""computer nerd"" so that it's practically synonymous with ""entrepreneur."" Yet, a mere fifteen years ago, wireheads hooked on tweaking endless lines of code were seen as marginal weirdos, outsiders whose world would never resonate with the mainstream. That was before one pioneering work documented the underground computer revolution that was about to change our world forever.

With groundbreaking profiles of Bill Gates, Steve Wozniak, MIT's Tech Model Railroad Club, and more, Steven Levy's Hackers brilliantly captures a seminal moment when the risk takers and explorers were poised to conquer twentieth-century America's last great frontier. And in the Internet age, ""the hacker ethic"" -- first espoused here -- is alive and well. - Back cover.",open_library_api
Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff,4.08,1291,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388238665i/31856._SX50_.jpg,https://www.goodreads.com/book/show/31856.Philosophy_in_the_Flesh,624,"Cognitive science, Philosophy of mind, Personne (philosophie), Cognition et langage, Philosophie et sciences cognitives",No description available.,goodreads_scraped
Snow Crash,Snow Crash,Neal Stephenson,4.08,197,https://covers.openlibrary.org/b/id/392508-L.jpg,https://openlibrary.org/works/OL38501W,460,"American Science fiction, Open Library Staff Picks, ready player one, Fiction, Science fiction","Within the Metaverse, Hiro is offered a datafile named Snow Crash by a man named Raven who hints that it is a form of narcotic. Hiro's friend and fellow hacker Da5id views a bitmap image contained in the file which causes his computer to crash and Da5id to suffer brain damage in the real world.

This is the future we now live where all can be brought to life in the metaverse and now all can be taken away. Follow on an adventure with Hiro and YT as they work with the mob to uncover a plot of biblical proportions.",open_library_api
Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature,Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature,Steven Weinberg,4.07,3481,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435941554i/150129._SY75_.jpg,https://www.goodreads.com/book/show/150129.Dreams_of_a_Final_Theory,410,General,No description available.,goodreads_scraped
Sync: The Emerging Science of Spontaneous Order,Sync: The Emerging Science of Spontaneous Order,Steven H. Strogatz,4.07,3330,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474584i/354421._SX50_.jpg,https://www.goodreads.com/book/show/354421.Sync,352,"Self-organizing systems, Synchronisation, Synchronization, Systèmes auto-organisés, Biological rhythms","The tendency to synchronize may be the most mysterious and pervasive drive in all of nature. It has intrigued some of the most brilliant minds of the 20th century, including Albert Einstein, Richard Feynman, Norbert Wiener, Brian Josephson, and Arthur Winfree.

At once elegant and riveting, Sync tells the story of the dawn of a new science. Steven Strogatz, a leading mathematician in the fields of chaos and complexity theory, explains how enormous systems can synchronize themselves, from the electrons in a superconductor to the pacemaker cells in our hearts. He shows that although these phenomena might seem unrelated on the surface, at a deeper level there is a connection, forged by the unifying power of mathematics.",goodreads_scraped
About Face 3: The Essentials of Interaction Design,About Face 3: The Essentials of Interaction Design,Alan Cooper,4.07,3533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348112867i/289062._SX50_.jpg,https://www.goodreads.com/book/show/289062.About_Face_3,648,"User interfaces (Computer systems), Human-computer interaction",No description available.,goodreads_scraped
The Tao of Programming,The Tao of Programming,Geoffrey James,4.07,310,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388891750i/265456._SY75_.jpg,https://www.goodreads.com/book/show/265456.The_Tao_of_Programming,410,General,No description available.,goodreads_scraped
"Generative Programming: Methods, Tools, and Applications","Generative Programming: Methods, Tools, and Applications",Krysztof Czarnecki,4.06,33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349069017i/1639030._SX50_.jpg,https://www.goodreads.com/book/show/1639030.Generative_Programming,410,General,No description available.,goodreads_scraped
Quantum Man: Richard Feynman's Life in Science,Quantum Man: Richard Feynman's Life in Science,Lawrence M. Krauss,4.06,3831,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328035237i/8586536._SX50_.jpg,https://www.goodreads.com/book/show/8586536-quantum-man,410,General,No description available.,goodreads_scraped
Accelerated C++: Practical Programming by Example,Accelerated C++: Practical Programming by Example,Mike Hendrickson,4.06,728,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348015499i/742586._SX50_.jpg,https://www.goodreads.com/book/show/742586.Accelerated_C_,410,General,No description available.,goodreads_scraped
The Psychology of Computer Programming,The Psychology of Computer Programming,Gerald M. Weinberg,4.06,606,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356139932i/1660754._SY75_.jpg,https://www.goodreads.com/book/show/1660754.The_Psychology_of_Computer_Programming,288,"Computer programming, Psychological aspects, Psychological aspects of Computer programming, Electronic digital computers, programming, Computer programming -- Psychological aspects","This landmark 1971 classic is reprinted with a new preface, chapter-by-chapter commentary, and straight-from-the-heart observations on topics that affect the professional life of programmers.  Long regarded as one of the first books to pioneer a people-oriented approach to computing, The Psychology of Computer Programming endures as a penetrating analysis of the intelligence, skill, teamwork, and problem-solving power of the computer programmer.  Finding the chapters strikingly relevant to today's issues in programming, Gerald M. Weinberg adds new insights and highlights the similarities and differences between now and then. Using a conversational style that invites the reader to join him, Weinberg reunites with some of his most insightful writings on the human side of software engineering.  Topics include egoless programming, intelligence, psychological measurement, personality factors, motivation, training, social problems on large projects, problem-solving ability, programming language design, team formation, the programming environment, and much more.  The author says, ""On an inspired eight-week vacation in Italy, I wrote the first draft of The Psychology of Computer Programming. . . . the book quickly became a best-seller among technical titles, running through more than twenty printings and staying in print for twenty-five years. . . .  ""For this Silver Anniversary Edition, I decided to take my own advice and not try to hide my errors, for they would be the source of the most learning for my readers. I decided to leave the original text as it was—antiques and all—for your illumination, and simply to add some 'wisdom of hindsight' remarks whenever the spirit moved me. I hope you find the perspective brought by this time-capsule contrast as useful to you as it has been to me.""  J.J. Hirschfelder of Computing Reviews wrote: ""The Psychology of Computer Programming . . . was the first major book to address programming as an individual and team effort, and became a classic in the field. . . . Despite, or perhaps even because of, the perspective of 1971, this book remains a must-read for all software development managers.""  Sue Petersen of Visual Developer said: ""In this new edition, Jerry looks at where we were 30 years ago, where we are now and where we might be in the future. Instead of changing the original text, he's added new comments to each chapter. This allows the reader to compare and contrast his thinking over the decades, showcasing the errors and omissions as well as the threads that bore fruit. "". . . one issue -- communication -- has been at the core of Jerry's work for decades. Unknown to him at the time, Psychology was to form the outline of his life's work. . . . Psychology is valuable as history in a field that is all too ready to repeat the errors of its past. Read Psychology as a picture of where we've been, where we are now, and where we need to go next. Read it as an index to the thinking of one of the most influential figures in our field.""",goodreads_scraped
The Tangled Web: A Guide to Securing Modern Web Applications,The Tangled Web: A Guide to Securing Modern Web Applications,Michal Zalewski,4.05,558,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344675366i/11553604._SX50_.jpg,https://www.goodreads.com/book/show/11553604-the-tangled-web,299,"COMPUTERS / Networking / Security, COMPUTERS / Internet / Security, Computer networks, Browsers (Computer programs), COMPUTERS / Web / Browsers","""'Thorough and comprehensive coverage from one of the foremost experts in browser security.'  --Tavis Ormandy, Google Inc. Modern web applications are built on a tangle of technologies that have been developed over time and then haphazardly pieced together. Every piece of the web application stack, from HTTP requests to browser-side scripts, comes with important yet subtle security consequences. To keep users safe, it is essential for developers to confidently navigate this landscape.In The Tangled Web, Michal Zalewski, one of the world's top browser security experts, offers a compelling narrative that explains exactly how browsers work and why they're fundamentally insecure. Rather than dispense simplistic advice on vulnerabilities, Zalewski examines the entire browser security model, revealing weak points and providing crucial information for shoring up web application security. You'll learn how to:   Perform common but surprisingly complex tasks such as URL parsing and HTML sanitization   Use modern security features like Strict Transport Security, CSP, and CORS   Leverage many variants of the same-origin policy to safely compartmentalize complex web applications and protect user credentials in case of XSS bugs   Build mashups and embed gadgets without getting stung by the tricky frame navigation policy   Embed or host user-supplied content without running into the trap of content sniffing   For quick reference, ""Security Engineering Cheat Sheets' at the end of each chapter offer ready solutions to problems you're most likely to encounter. With coverage extending as far as planned HTML5 features, The Tangled Web will help you create secure web applications to stand the test of time""--",goodreads_scraped
Software Estimation: Demystifying the Black Art,Software Estimation: Demystifying the Black Art,Steve McConnell,4.05,991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830924i/93891._SX50_.jpg,https://www.goodreads.com/book/show/93891.Software_Estimation,330,"Computer software, Development, Estimates, Software engineering, Computer software--development--estimates",No description available.,goodreads_scraped
The Structure of Evolutionary Theory,The Structure of Evolutionary Theory,Stephen Jay Gould,4.05,1328,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388283821i/33930._SY75_.jpg,https://www.goodreads.com/book/show/33930.The_Structure_of_Evolutionary_Theory,410,General,No description available.,goodreads_scraped
Algorithms to Live By,Algorithms to Live By,Brian Christian,4.05,41,https://covers.openlibrary.org/b/id/8042539-L.jpg,https://openlibrary.org/works/OL17357767W,359,"Human behavior, Problem solving, Mathematics, Computer simulation, Mathematical models","Algorithms to Live By looks at the simple, precise algorithms that computers use to solve the complex 'human' problems that we face, and discovers what they can tell us about the nature and origin of the mind.

An audiobook version can be found at [here][1]


  [1]: https://archive.org/details/AlgorithmstoLiveBy",open_library_api
"More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity","More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity",Joel Spolsky,4.05,549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349082373i/2718384._SX50_.jpg,https://www.goodreads.com/book/show/2718384-more-joel-on-software,410,General,No description available.,goodreads_scraped
Hackers & Painters: Big Ideas from the Computer Age,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,4.05,9630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348562702i/41793._SY75_.jpg,https://www.goodreads.com/book/show/41793.Hackers_Painters,410,"Computer programming, Electronic data processing personnel",This seems to be a duplicate entry of https://openlibrary.org/works/OL2973119W/Hackers_painters,goodreads_scraped
Refactoring to Patterns,Refactoring to Patterns,Joshua Kerievsky,4.05,1439,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347966206i/85041._SX50_.jpg,https://www.goodreads.com/book/show/85041.Refactoring_to_Patterns,384,General,No description available.,goodreads_scraped
The Pattern on the Stone: The Simple Ideas that Make Computers Work,The Pattern on the Stone: The Simple Ideas that Make Computers Work,William Daniel Hillis,4.05,835,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497399393i/277658._SY75_.jpg,https://www.goodreads.com/book/show/277658.The_Pattern_on_the_Stone,410,General,No description available.,goodreads_scraped
Why's Guide to Ruby,Why's (Poignant) Guide to Ruby,Why The Lucky Stiff,4.05,465,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174970667i/463882.jpg,https://www.goodreads.com/book/show/463882.Why_s_Poignant_Guide_to_Ruby,222,"Ruby (computer program language), Computer science",No description available.,goodreads_scraped
"Introduction to Automata Theory, Languages, and Computation","Introduction to Automata Theory, Languages, and Computation",John E. Hopcroft,4.05,672,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387668734i/1384026._SY75_.jpg,https://www.goodreads.com/book/show/1384026.Introduction_to_Automata_Theory_Languages_and_Computation,410,General,No description available.,goodreads_scraped
